Date,Propotionearly,Earlyesc,Lateesc,Earlycatch,Latecatch,Earlytotal,Latetotal,lagoon_272_10,ocdb_272_20 ,ocdb_272_30,ocdb_272_40,kjbd_272_51,kjbd_272_53,kmbd_272_62,kmbd80_272_64,eastern,perryville,western,igvak90,sedm80
6/27/11,0.87,3682,560,45356,9158,49038,9718,21013,0,7401,671,0,0,0,0,9156,0,0,0,3169.6
6/28/11,0.83,3824,772,112856,18029,116680,18802,15614,0,4336,0,0,0,9600,0,7868,0,0,82312.2,3495.2
6/29/11,0.86,5120,818,60990,7346,66110,8164,14180,0,5731,0,0,0,2050,0,13403,518,0,22052.7,5396.8
6/30/11,0.89,9269,1116,63425,5310,72694,6426,16262,0,4661,0,0,0,436,0,1225,626,0,41542.2,2965.6
7/1/11,0.92,11152,934,60008,2959,71160,3893,21067,0,857,0,0,0,417,0,0,0,918,25458.3,5487.2
7/2/11,0.95,7337,362,33470,3843,40807,4205,18901,0,9494,0,0,0,0,0,0,957,516,0,2049.6
7/3/11,0.90,5084,584,37305,7053,42389,7637,27223,0,6003,0,0,0,0,0,0,0,1305,0,3717.6
7/4/11,0.84,5607,1060,23298,6381,28905,7441,14539,280,1180,85,0,0,335,0,0,0,3081,0,3852
7/5/11,0.79,3820,1046,11941,3597,15761,4643,12071,0,409,0,0,0,0,0,0,0,313,0,2415.2
7/6/11,0.77,6898,2078,30320,9999,37218,12077,22229,0,180,0,0,0,6626,0,0,0,0,0,3468
7/7/11,0.75,4098,1352,15658,5631,19756,6982,16960,0,0,0,0,0,0,0,0,35,0,0,1704.8
7/8/11,0.74,1773,637,27343,10686,29116,11324,17490,0,1600,0,0,0,5483,0,8311,977,0,0,2164.8
7/9/11,0.72,458,179,20852,8150,21310,8329,9200,0,3220,0,0,0,1089,0,1173,647,1287,0,1804.8
7/10/11,0.72,2583,1010,15576,15085,18159,16095,11441,0,2692,0,0,0,1611,0,2318,0,738,0,2072.8
7/11/11,0.51,1118,1083,11446,27093,12564,28176,11884,0,4905,125,0,0,3620,0,4136,0,4403,0,3236
7/12/11,0.30,925,2188,10226,23635,11151,25824,9778,0,3284,0,0,0,3487,0,0,0,5419,0,7111.2
7/13/11,0.30,1815,4194,7221,16224,9036,20419,0,1889,5577,0,0,0,0,0,0,0,3948,0,8736.8
7/14/11,0.31,2551,5731,2612,6662,5162,12393,0,0,0,0,0,0,0,0,898,2163,0,0,6212.8
7/15/11,0.28,2531,6458,1755,5121,4286,11578,0,0,0,0,0,0,0,0,0,2408,0,0,4467.2
7/16/11,0.26,1649,4814,2127,7168,3776,11981,1654,0,0,0,0,0,0,0,0,1750,0,0,5890.4
7/17/11,0.23,2312,7791,817,3219,3128,11010,0,0,0,0,0,0,0,0,0,1255,0,0,2780.8
7/18/11,0.20,3297,12993,1755,8217,5052,21210,0,0,0,0,0,0,0,0,0,1695,0,0,8277.6
7/19/11,0.18,1430,6693,1232,7004,2662,13697,0,0,0,0,0,0,0,0,0,2372,0,0,5864
7/20/11,0.15,1979,11247,475,3387,2454,14635,0,0,0,0,0,0,0,0,0,1679,0,0,2183.2
7/21/11,0.12,1045,7453,240,1926,1285,9379,0,0,0,0,0,0,0,0,0,2166,0,0,0
7/22/11,0.11,2663,21417,294,2698,2957,24115,1287,0,0,0,0,0,0,0,0,1705,0,0,0
7/23/11,0.10,1223,11228,34,358,1256,11587,0,0,0,0,0,0,0,0,0,392,0,0,0
7/24/11,0.09,787,8385,0,0,787,8385,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/11,0.07,535,6751,2110,32473,2644,39225,34237,43,0,0,0,0,0,0,0,346,0,0,0
7/26/11,0.06,171,2631,1189,23266,1359,25898,19603,0,1699,0,0,0,0,0,0,495,0,0,0
7/27/11,0.05,193,3770,1161,31079,1353,34850,24329,0,3196,0,0,0,0,0,0,414,1877,0,0
7/28/11,0.04,101,2695,1011,41818,1111,44514,33692,0,2609,687,0,0,0,0,703,198,1470,0,0
7/29/11,0.02,102,4215,224,19748,326,23963,10554,0,2327,0,0,0,0,0,3996,0,906,0,0
7/30/11,0.01,59,5190,0,14284,59,19474,6150,109,618,0,0,0,0,0,0,0,1877,0,4416
7/31/11,0,0,3445,0,16865.6,0,20310.6,5853,0,1085,0,0,0,828,0,1247,0,2122,0,5501.6
8/1/11,0,0,1978,0,6425,0,8403,5011,0,794,0,0,0,620,0,0,0,0,0,0
8/2/11,0,0,3793,0,10935,0,14728,6687,0,659,255,0,0,1087,0,0,0,100,0,0
8/3/11,0,0,3058,0,8673,0,11731,5132,0,2513,120,0,0,576,0,0,0,136,0,0
8/4/11,0,0,2341,0,6360,0,8701,3536,0,1362,0,0,0,323,0,0,0,362,0,0
8/5/11,0,0,3141,0,4755,0,7896,4108,0,352,0,0,0,191,0,0,0,104,0,0
8/6/11,0,0,2318,0,6668,0,8986,3657,280,477,236,0,0,153,0,0,0,1520,0,0
8/7/11,0,0,1442,0,5057,0,6499,2771,0,1301,114,0,0,364,0,0,0,308,0,0
8/8/11,0,0,1790,0,4311,0,6101,2518,0,1106,76,0,0,219,0,0,0,0,0,0
8/9/11,0,0,1050,0,5039,0,6089,2652,0,1495,121,0,0,703,0,0,0,68,0,0
8/10/11,0,0,2307,0,4120,0,6427,2529,0,739,0,0,0,313,0,0,0,71,0,0
8/11/11,0,0,1325,0,4834,0,6159,2361,141,1598,0,0,0,171,0,0,0,288,0,0
8/12/11,0,0,1331,0,2771,0,4102,1336,0,242,0,0,0,449,0,0,0,744,0,0
8/13/11,0,0,2502,0,2017,0,4519,956,0,0,0,0,0,152,0,0,0,909,0,0
8/14/11,0,0,2170,0,1896,0,4066,1287,0,12,0,0,0,0,0,0,0,550,0,0
8/15/11,0,0,2452,0,1743,0,4195,1059,0,0,0,0,0,0,0,0,0,684,0,0
8/16/11,0,0,1450,0,1301,0,2751,994,0,79,0,0,0,0,0,0,0,228,0,0
8/17/11,0,0,1952,0,1726,0,3678,1285,0,6,0,0,0,0,0,0,0,435,0,0
8/18/11,0,0,1355,0,1666,0,3021,1317,0,30,0,0,0,0,0,6,0,313,0,0
8/19/11,0,0,2768,0,2172,0,4940,743,0,0,0,0,0,238,0,32,0,1159,0,0
8/20/11,0,0,1470,0,2359,0,3829,682,0,622,0,0,0,263,0,0,0,792,0,0
8/21/11,0,0,1785,0,1772,0,3557,723,0,294,262,0,0,0,0,0,0,493,0,0
8/22/11,0,0,2397,0,283,0,2680,153,0,64,0,0,0,0,0,0,0,66,0,0
8/23/11,0,0,2488,0,0,0,2488,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/11,0,0,2027,0,219,0,2246,36,0,0,0,0,0,0,0,0,0,183,0,0
8/25/11,0,0,1819,0,30,0,1849,30,0,0,0,0,0,0,0,0,0,0,0,0
8/26/11,0,0,2260,0,579,0,2839,208,0,0,0,0,0,0,0,0,0,371,0,0
8/27/11,0,0,2800,0,356,0,3156,196,0,0,0,0,0,0,0,0,0,160,0,0
8/28/11,0,0,1877,0,151,0,2028,123,0,0,0,0,0,0,0,0,0,28,0,0
8/29/11,0,0,1271,0,270,0,1541,0,0,242,0,0,0,0,0,0,0,28,0,0
8/30/11,0,0,1418,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/11,0,0,1624,0,0,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/11,0,0,939,0,0,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/11,0,0,814,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/11,0,0,727.96,0,0,0,727.96,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/11,0,0,651.01,0,0,0,651.01,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/11,0,0,582.19,0,0,0,582.19,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/11,0,0,520.65,0,0,0,520.65,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/11,0,0,465.62,0,0,0,465.62,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/11,0,0,416.4,0,0,0,416.4,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/11,0,0,372.38,0,0,0,372.38,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/11,0,0,333.02,0,0,0,333.02,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/11,0,0,297.82,0,0,0,297.82,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/11,0,0,266.34,0,0,0,266.34,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/11,0,0,238.18,0,0,0,238.18,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/11,0,0,213.01,0,0,0,213.01,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/11,0,0,190.49,0,0,0,190.49,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/11,0,0,170.36,0,0,0,170.36,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/11,0,0,152.35,0,0,0,152.35,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/11,0,0,136.24,0,0,0,136.24,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/11,0,0,121.84,0,0,0,121.84,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/11,0,0,108.96,0,0,0,108.96,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/11,0,0,97.44519,0,0,0,97.44519,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/11,0,0,87.14476,0,0,0,87.14476,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/11,0,0,77.93313,0,0,0,77.93313,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/11,0,0,69.69521,0,0,0,69.69521,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/11,0,0,62.32809,0,0,0,62.32809,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/11,0,0,55.7397,0,0,0,55.7397,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/11,0,0,49.84774,0,0,0,49.84774,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/11,0,0,44.57859,0,0,0,44.57859,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/11,0,0,39.86641,0,0,0,39.86641,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/11,0,0,35.65234,0,0,0,35.65234,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/12,1.00,1213,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/12,1.00,4325,0,0,0,4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/12,1.00,718,0,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/12,1.00,1213,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/12,1.00,2852,0,0,0,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/12,1.00,2095,0,0,0,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/12,1.00,5679,1,0,0,5679,1,547,0,0,0,0,0,0,0,0,0,0,0,0
6/6/12,1.00,11477,4,0,0,11477,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/12,1.00,7219,3,0,0,7219,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/12,1.00,13764,8,0,0,13764,8,1542,0,0,0,0,0,0,0,0,0,0,0,0
6/9/12,1.00,16853,14,0,0,16853,14,12879,0,0,0,0,0,0,0,0,0,0,0,0
6/10/12,1.00,16744,18,0,0,16744,18,14586,941,60,0,0,0,0,0,0,0,0,0,0
6/11/12,1.00,21069,31,0,0,21069,31,20924,3413,1101,0,0,0,0,0,0,0,0,0,0
6/12/12,1.00,13729,27,0,0,13729,27,12765,336,2022,0,0,0,0,0,0,0,0,0,0
6/13/12,1.00,10096,26,0,0,10096,26,8406,0,0,0,0,0,0,0,673,0,0,0,0
6/14/12,1.00,4315,15,0,0,4315,15,10856,0,500,0,0,0,0,0,0,0,0,0,0
6/15/12,1.00,3655,17,545,2,4200,19,13431,0,731,0,0,0,0,0,1287,0,10980,16018.2,0
6/16/12,0.99,14807,90,0,0,14807,90,0,1058,1044,2646,0,0,0,0,0,0,1036,8911.8,0
6/17/12,0.99,24764,201,0,0,24764,201,37524,0,0,0,0,0,0,0,0,0,2725,0,0
6/18/12,0.99,12514,135,1526,16,14039,152,32924,0,915,5111,0,0,0,0,1614,0,0,0,0
6/19/12,0.99,17538,253,12696,183,30235,435,34545,0,3052,9791,0,0,0,0,0,0,0,0,0
6/20/12,0.98,13784,264,15294,293,29077,558,35808,0,7970,5791,0,0,460,0,2051,0,0,0,0
6/21/12,0.98,18884,482,28428,726,47311,1209,34435,0,4311,5836,0,0,1702,0,6094,0,0,0,0
6/22/12,0.97,10921,372,17411,592,28332,964,28303,0,168,2004,0,0,0,0,1968,0,6370,0,4482.4
6/23/12,0.96,9765,442,8685,394,18450,836,51447,0,0,5770,0,0,0,0,12672,0,20958,0,7972
6/24/12,0.94,7750,468,11932,720,19682,1188,26170,0,2730,2611,0,0,0,0,7089,0,31309,0,2404
6/25/12,0.93,9723,782,39289,3159,49012,3940,21152,0,2806,10733,0,0,0,0,1906,0,5537,0,0
6/26/12,0.90,6563,703,15303,1639,21866,2341,12017,0,2035,7228,0,0,1772,0,0,0,0,76297.5,0
6/27/12,0.88,8802,1255,35225,5024,44027,6279,11124,83,901,1562,0,0,1906,0,0,0,0,43299,4988.8
6/28/12,0.84,7018,1333,45348,8615,52366,9948,10972,0,1946,4421,0,0,0,0,0,0,749,38045.7,5464
6/29/12,0.80,7044,1782,41963,10618,49007,12400,11449,0,432,5189,0,0,0,0,3411,0,0,25860.6,7567.2
6/30/12,0.75,9731,3279,49220,16588,58951,19867,13043,852,1135,5411,0,0,0,0,0,0,0,22770.9,5629.6
7/1/12,0.69,8115,3643,38698,17371,46814,21013,23885,0,447,0,0,0,0,0,4630,0,0,11877.3,5371.2
7/2/12,0.63,3184,1903,30685,18346,33869,20249,19677,0,1602,3824,0,0,980,"4,679",2288,0,0,0,5019.2
7/3/12,0.56,2900,2309,55949,44553,58849,46862,20042,3517,7276,2264,0,0,0,0,13911,0,0,0,2009.6
7/4/12,0.49,1338,1420,38030,40336,39368,41756,24766,0,0,0,0,0,4391,0,0,0,0,0,0
7/5/12,0.41,1759,2484,17463,24671,19222,27155,20484,4350,752,0,0,0,3944,0,0,0,0,0,0
7/6/12,0.35,2858,5378,34477,64873,37335,70251,22058,0,4370,0,0,0,6598,0,0,0,0,0,0
7/7/12,0.29,1479,3707,19194,48105,20673,51812,26245,2711,1519,611,0,0,7269,0,0,0,0,0,0
7/8/12,0.23,427,1426,15002,50078,15429,51504,25201,0,2737,0,0,0,7902,0,0,0,0,0,0
7/9/12,0.18,911,4050,10606,47158,11517,51208,26827,0,789,0,0,0,8592,0,0,0,0,0,0
7/10/12,0.14,198,1171,7056,41786,7254,42957,29124,701,1025,0,0,0,6751,0,0,0,0,0,0
7/11/12,0.11,303,2394,5756,45402,6059,47795,24033,0,1294,81,0,0,9113,0,2626,0,0,0,0
7/12/12,0.09,1551,16296,3792,39838,5343,56134,0,0,2105,154,0,0,6124,0,0,0,0,0,0
7/13/12,0.07,1718,24042,3866,54103,5584,78145,0,0,0,0,0,0,7107,0,4416,0,0,0,0
7/14/12,0.05,535,9977,1500,27955,2035,37932,45222,0,0,0,0,0,0,0,0,0,0,0,0
7/15/12,0.04,506,12564,1377,34180,1883,46744,24395,0,377,0,0,0,0,0,0,0,0,0,13472.8
7/16/12,0.03,333,10999,1327,43890,1660,54889,32036,0,2919,0,0,0,3653,0,0,0,2935,0,10170.4
7/17/12,0.02,295,12975,852,37503,1146,50479,0,0,3509,0,0,0,0,0,0,0,0,0,0
7/18/12,0.02,171,10045,688,40368,859,50413,40047,0,0,0,0,0,8712,0,1163,0,1236,0,0
7/19/12,0.01,96,7481,506,39528,602,47009,29299,0,6618,51,0,0,0,0,0,0,0,0,0
7/20/12,0.01,24,2480,416,43286,440,45766,18310,0,1181,0,0,0,8209,0,0,0,0,16782.3,0
7/21/12,0.01,12,1688,304,42115,316,43803,20870,0,3655,0,0,0,7277,0,409,0,0,15633,0
7/22/12,0.01,7,1292,45,8240,52,9532,19943,0,2294,0,0,0,9816,0,807,0,0,14785.2,0
7/23/12,0.00,5,1147,47,11476,51,12624,15307,0,1590,0,0,0,4979,0,625,0,0,747,4444
7/24/12,0.00,11,3485,138,45084,148,48570,11558,0,1965,0,0,0,4138,0,3326,0,0,0,9738.4
7/25/12,0.00,5,1977,103,45070,108,47048,13208,0,0,0,0,0,2828,0,0,0,0,0,0
7/26/12,0.00,16,9007,90,52530,106,61537,0,0,1600,0,0,0,630,0,2268,0,719,17452.8,8138.4
7/27/12,0.00,19,14891,23,17552,42,32443,0,0,0,0,0,0,0,0,0,0,1610,6750.9,5068.8
7/28/12,0.00,10,9955,50,51108,59,61064,0,0,0,0,0,0,0,0,866,0,0,8434.8,5992
7/29/12,0.00,9,12586,35,48163,44,60749,0,0,0,0,0,0,0,0,0,0,0,1480.5,4841.6
7/30/12,0.00,6,11721,24,44049,30,55770,15346,0,0,0,0,0,0,0,0,0,0,0,7353.6
7/31/12,0.00,2,5169,22,52455,24,57624,10234,0,0,0,0,0,0,0,0,0,0,0,5955.2
8/1/12,0.00,0,2797,0,52333,0,55130,8290,0,3732,0,0,0,613,0,0,0,0,0,0
8/2/12,0.00,0,2217,0,28366,0,30583,4870,0,1987,0,0,0,725,0,0,0,1337,0,0
8/3/12,0.00,0,4679,0,34790,0,39469,0,0,1210,0,0,0,1464,0,25,0,332,0,0
8/4/12,0.00,0,7224,0,16087,0,23311,4833,0,0,0,0,0,368,0,0,0,0,0,0
8/5/12,0.00,0,4015,0,33393,0,37408,6270,0,0,0,0,0,0,0,274,68,0,0,0
8/6/12,0.00,0,1842,0,13430,0,15272,5637,75,1274,0,0,0,0,0,0,0,500,0,0
8/7/12,0.00,0,2213,0,15293,0,17506,6217,33,210,0,0,0,306,0,0,0,241,0,0
8/8/12,0.00,0,2354,0,6322,0,8676,5952,0,0,0,0,0,0,0,0,0,0,0,0
8/9/12,0.00,0,1015,0,22700,0,23715,6534,0,0,0,0,0,0,0,0,0,196,0,0
8/10/12,0.00,0,1243,0,16189,0,17432,4287,0,0,0,0,0,0,0,0,0,321,0,0
8/11/12,0.00,0,1642,0,14644,0,16286,2955,0,427,0,0,0,0,0,0,0,776,0,0
8/12/12,0.00,0,1685,0,8919,0,10604,3772,0,0,0,0,0,0,0,0,0,621,0,0
8/13/12,0.00,0,2856,0,3562,0,6418,2321,0,353,0,0,0,0,0,0,0,807,0,0
8/14/12,0.00,0,3770,0,5271,0,9041,2486,0,0,0,0,0,0,0,0,0,91,0,0
8/15/12,0.00,0,9268,0,6612,0,15880,1490,0,0,0,0,0,0,0,0,0,440,0,0
8/16/12,0.00,0,3423,0,7814,0,11237,2480,0,0,0,0,0,0,0,0,0,0,0,0
8/17/12,0.00,0,1892,0,7045,0,8937,5333,0,0,0,0,0,0,0,0,0,615,0,0
8/18/12,0.00,0,3882,0,5952,0,9834,4080,0,0,0,0,0,0,0,0,0,94,0,0
8/19/12,0.00,0,2418,0,6730,0,9148,3428,0,0,0,0,0,0,0,0,0,470,0,0
8/20/12,0.00,0,1850,0,4916,0,6766,2029,0,0,0,0,0,0,0,0,0,0,0,0
8/21/12,0.00,0,4138,0,4411,0,8549,3099,0,0,0,0,0,0,0,0,0,247,0,0
8/22/12,0.00,0,1408,0,4547,0,5955,2317,0,19,0,0,0,0,0,0,82,18,0,0
8/23/12,0.00,0,2804,0,3481,0,6285,1575,0,0,0,0,0,0,0,0,0,0,0,0
8/24/12,0.00,0,4207,0,2577,0,6784,2990,0,0,0,0,0,0,0,0,0,0,0,0
8/25/12,0.00,0,3634,0,1930,0,5564,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/12,0.00,0,2365,0,2480,0,4845,1703,0,0,0,0,0,0,0,0,0,0,0,0
8/27/12,0.00,0,3483,0,5948,0,9431,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/12,0.00,0,5030,0,4174,0,9204,2005,0,0,0,0,0,0,0,0,0,0,0,0
8/29/12,0.00,0,3123,0,3949,0,7072,1934,0,0,0,0,0,0,0,0,0,0,0,0
8/30/12,0.00,0,1218,0,2029,0,3247,2958,0,0,0,0,0,0,0,0,0,0,0,0
8/31/12,0.00,0,3277,0,3346,0,6623,658,0,0,0,0,0,0,0,0,0,0,0,0
9/1/12,0.00,0,2362,0,2436,0,4798,1346,0,0,0,0,0,0,0,0,0,0,0,0
9/2/12,0.00,0,3494,0,1575,0,5069,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/12,0.00,0,723,0,2990,0,3713,2569,0,0,0,0,0,0,0,0,0,0,0,0
9/4/12,0.00,0,3102,0,0,0,3102,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/12,0.00,0,2923,0,1703,0,4626,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/12,0.00,0,2754,0,0,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/12,0.00,0,1384,0,2005,0,3389,1211,0,0,0,0,0,0,0,0,0,0,0,0
9/8/12,0.00,0,2446,0,1934,0,4380,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/12,0.00,0,2305,0,2958,0,5263,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/12,0.00,0,2172,0,658,0,2830,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/12,0.00,0,2046,0,1346,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/12,0.00,0,1928,0,0,0,1928,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/12,0.00,0,1817,0,2569,0,4386,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/12,0.00,0,1712,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/12,0.00,0,1613,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/12,0.00,0,1520,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/12,0.00,0,1433,0,1211,0,2644,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/12,0.00,0,1350,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/12,0.00,0,1272,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/12,0.00,0,1199,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/12,0.00,0,1129,0,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/12,0.00,0,1064,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/12,0.00,0,1003,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/12,0.00,0,945,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/12,0.00,0,890,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/12,0.00,0,839,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/12,0.00,0,791,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/12,0.00,0,745,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/12,0.00,0,702,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/12,0.00,0,662,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/13,1.00,543,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/13,1.00,2664,0,0,0,2664,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/13,1.00,963,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/13,1.00,1106,0,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/13,1.00,3668,0,0,0,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/13,1.00,2939,0,0,0,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/13,1.00,2148,0,1290,0,3438,0,1290,0,0,0,0,0,0,0,0,0,0,0,0
6/4/13,1.00,5308,1,0,0,5308,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/13,1.00,3853,0,1460,0,5312,1,1460,0,0,0,0,0,0,0,0,0,0,0,0
6/6/13,1.00,10474,2,0,0,10474,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/13,1.00,15764,4,32836,7,48600,11,32843,0,0,0,0,0,0,0,0,0,0,0,0
6/8/13,1.00,13544,4,41865,13,55409,17,38355,0,980,0,0,0,0,0,0,0,0,0,0
6/9/13,1.00,8719,3,38097,15,46815,19,29950,0,548,407,0,0,0,0,0,0,0,0,0
6/10/13,1.00,10825,6,46605,25,57431,30,34989,0,3199,0,0,0,0,0,0,0,0,0,0
6/11/13,1.00,10187,7,38246,27,48433,34,25311,0,5040,0,0,0,0,0,2987,0,1372,0,0
6/12/13,1.00,4833,4,36655,34,41488,38,28837,0,737,0,0,0,0,0,3695,0,0,0,0
6/13/13,1.00,8634,11,45219,56,53854,66,30824,0,481,0,0,0,7677,0,3071,0,0,0,0
6/14/13,1.00,6138,10,76327,124,82465,134,33293,0,9034,0,0,0,4615,0,6919,0,0,19460.7,0
6/15/13,1.00,5103,11,103557,224,108660,235,43356,0,7835,0,0,0,14923,0,5852,0,0,23354.1,0
6/16/13,1.00,7163,21,108751,312,115914,332,30923,0,5519,0,0,0,0,0,1511,0,16176,40534.2,0
6/17/13,1.00,8078,31,120322,457,128400,488,39411,0,4283,0,0,0,42724,0,16675,0,5767,0,2856.8
6/18/13,0.99,18886,95,63466,320,82352,415,0,275,9728,0,0,0,12503,0,19322,0,0,0,6348
6/19/13,0.99,7901,53,124908,835,132809,888,66739,0,0,0,0,0,34124,0,19588,0,0,0,5292
6/20/13,0.99,10328,92,72116,639,82445,731,39251,0,9185,0,0,0,0,0,11881,0,0,0,6376.8
6/21/13,0.99,14810,174,28537,336,43347,510,0,0,4896,0,0,0,12826,0,0,0,0,0,6198.4
6/22/13,0.98,16548,258,29801,465,46349,723,0,0,0,0,0,0,19989,0,2068,0,0,0,8208.8
6/23/13,0.98,27927,578,128296,2655,156223,3233,0,0,0,0,0,0,0,0,3147,0,0,118405.8,9397.6
6/24/13,0.97,36906,1013,135681,3724,172587,4737,70851,0,0,0,0,0,0,0,0,0,0,60435,8119.2
6/25/13,0.96,39689,1445,120591,4390,160280,5835,92269,3490,3994,0,0,0,0,0,0,0,0,3961.8,11097.6
6/26/13,0.95,20599,995,100169,4837,120769,5832,78305,3687,5200,0,0,0,0,0,0,0,0,0,5302.4
6/27/13,0.94,16638,1066,72669,4654,89307,5720,52605,0,2284,0,0,0,17077,0,0,0,0,0,0
6/28/13,0.92,12629,1073,76830,6527,89459,7600,64129,1640,2367,0,0,0,0,0,5287,0,9934,0,0
6/29/13,0.90,5411,610,63108,7111,68519,7721,44750,0,1565,635,0,0,1995,0,12470,0,8042,0,0
6/30/13,0.87,4068,608,41345,6180,45413,6788,29612,818,1266,925,0,0,0,0,11269,0,557,0,0
7/1/13,0.83,3195,633,44372,8797,47567,9430,38499,0,2573,0,0,0,3599,0,6800,0,0,0,0
7/2/13,0.79,3082,811,36419,9577,39502,10388,28685,0,3255,0,0,0,0,0,7063,0,1213,0,1754.4
7/3/13,0.74,2685,936,38781,13527,41466,14463,30772,0,2880,0,0,0,1421,0,4039,0,0,0,9069.6
7/4/13,0.68,1553,718,24236,11213,25789,11931,23518,0,3735,0,0,0,0,0,0,0,0,0,3323.2
7/5/13,0.62,1489,914,23734,14564,25223,15478,32231,0,3684,0,0,0,0,0,0,0,0,0,0
